ratingId,movieId,userId,rating,timestamp
230,17,176,7.6,1779457533
231,30,699,5.2,1779457562
232,42,639,6.5,1779457563
233,24,303,5.5,1779457591
234,37,575,7.6,1779457620
235,1,431,7.8,1779457621
236,46,524,8.4,1779457650
237,14,395,7.6,1779457651
238,7,984,8.8,1779457679
239,9,422,9.7,1779457708
240,25,544,8.4,1779457709
241,34,257,8.4,1779457737
242,5,193,5.2,1779457738
243,33,649,6.4,1779457739
244,15,716,9.3,1779457766
245,8,891,6.6,1779457767
246,41,954,9.7,1779457795
247,29,444,9.9,1779457824
248,24,480,9.1,1779457825
249,10,324,6.3,1779457853
250,2,967,6.3,1779457883
251,28,505,6.6,1779457912
252,49,998,8.4,1779457913
253,3,601,5.7,1779457914
254,30,170,5.5,1779457941
255,11,902,9.4,1779457942
256,18,906,6.0,1779457943
257,48,523,6.5,1779457971
258,3,435,7.4,1779457972
259,15,194,5.2,1779457973
260,27,723,8.0,1779458000
261,15,889,6.1,1779458029
262,7,206,5.8,1779458030
263,31,306,7.9,1779458058
264,48,473,8.3,1779458059
265,31,689,7.6,1779458087
266,5,454,6.7,1779458088
267,46,794,8.3,1779458089
268,16,764,9.6,1779458116
269,36,248,6.0,1779458146
270,52,313,8.9,1779458147
271,2,232,7.1,1779458175
272,1,344,8.0,1779458176
273,13,338,6.3,1779458177
274,50,711,7.7,1779458204
275,55,988,5.9,1779458205
276,23,800,9.6,1779458206
277,8,539,7.8,1779458233
278,51,848,6.4,1779458234
279,40,870,8.6,1779458262
280,45,301,6.4,1779458291
281,43,834,9.6,1779458292
282,39,207,5.2,1779458293
283,37,669,8.5,1779458320
284,12,532,7.2,1779458349
285,18,675,9.2,1779458350
286,17,438,6.8,1779458379
287,53,481,8.4,1779458380
288,18,933,5.6,1779458409
289,3,601,9.3,1779458410
290,14,992,6.6,1779458411
291,3,569,6.8,1779458439
292,50,921,7.0,1779458440
293,31,449,6.5,1779458441
294,44,557,6.5,1779458468
295,57,949,6.1,1779458469
296,44,377,5.2,1779458470
297,8,661,8.0,1779458497
298,36,709,5.9,1779458498
299,2,182,9.3,1779458526
300,25,806,9.9,1779458527
301,39,494,6.8,1779458528
302,15,263,7.5,1779458555
303,59,775,9.5,1779458556
304,22,325,9.4,1779458557
305,30,487,5.2,1779458584
306,41,807,9.4,1779458585
307,45,797,6.9,1779458613
308,49,321,5.9,1779458614
309,46,250,9.8,1779458615
310,43,735,5.7,1779458642
311,50,630,5.3,1779458643
312,54,245,9.7,1779458672
313,5,946,5.1,1779458673
314,45,441,8.8,1779458701
315,60,280,7.0,1779458702
316,60,631,8.3,1779458730
317,34,705,9.2,1779458731
318,10,589,7.1,1779458732
319,35,847,8.2,1779458759
320,22,968,6.2,1779458760
321,11,528,5.7,1779458788
322,15,634,7.5,1779458818
323,59,414,7.2,1779458847
324,46,851,6.5,1779458848
325,53,837,9.0,1779458849
326,47,804,7.0,1779458876
327,60,587,9.7,1779458877
328,22,238,7.1,1779458905
329,60,928,8.9,1779458906
330,31,483,8.9,1779458934
331,4,859,9.6,1779458935
332,48,466,7.0,1779458936
333,12,272,7.7,1779458964
334,2,566,7.1,1779458965
335,31,122,5.6,1779458993
336,61,201,8.1,1779459022
337,26,970,5.9,1779459051
338,21,653,7.6,1779459052
339,24,242,8.7,1779459053
340,40,893,5.6,1779459080
341,30,111,5.7,1779459081
342,15,350,9.8,1779459082
343,15,898,6.7,1779459109
344,27,166,6.8,1779459110
345,7,265,7.7,1779459111
346,59,460,6.8,1779459138
347,17,816,6.6,1779459139
348,62,344,8.7,1779459167
349,16,639,9.5,1779459168
350,34,283,8.4,1779459196
351,47,704,8.9,1779459197
352,67,881,7.3,1779459226
353,66,554,8.4,1779459256
354,26,480,8.1,1779459257
355,15,365,9.1,1779459258
356,46,544,5.2,1779459285
357,40,381,8.0,1779459286
358,17,401,7.9,1779459287
359,34,352,9.1,1779459314
360,38,632,9.4,1779459315
361,35,976,9.8,1779459316
362,55,441,8.8,1779459344
363,17,109,9.7,1779459373
364,51,780,8.5,1779459402
365,53,788,9.5,1779459403
366,3,994,7.7,1779459404
367,35,649,8.2,1779459432
368,24,461,7.3,1779459462
369,41,335,8.3,1779459463
370,59,372,8.4,1779459491
371,34,883,6.1,1779459492
372,37,775,6.4,1779459520
373,52,286,8.2,1779459550
374,52,546,5.3,1779459551
375,65,299,6.1,1779459552
376,54,980,8.8,1779459579
377,60,934,5.5,1779459608
378,25,140,8.2,1779459637
379,31,680,6.2,1779459666
380,7,515,6.3,1779459667
381,21,254,9.9,1779459696
382,55,182,6.3,1779459697
383,58,975,8.4,1779459725
384,37,383,7.1,1779459726
385,55,307,9.2,1779459727
386,42,684,5.9,1779459754
387,44,420,7.4,1779459755
388,31,889,8.5,1779459783
389,4,867,5.4,1779459784
390,24,393,6.6,1779459813
391,43,572,7.2,1779459814
392,55,810,7.8,1779459842
393,40,359,5.2,1779459843
394,34,719,6.2,1779459871
395,20,448,8.3,1779459872
396,54,267,5.3,1779459900
397,46,590,6.9,1779459929
398,55,798,7.6,1779459958
399,33,219,9.5,1779459959
400,48,708,9.2,1779459987
401,62,959,7.1,1779460017
402,19,610,9.4,1779460018
403,65,542,9.8,1779460019
404,66,117,5.8,1779460046
405,36,253,8.1,1779460047
406,51,189,6.5,1779460048
407,54,594,7.9,1779460075
408,33,816,5.2,1779460076
409,17,251,6.0,1779460077
410,62,959,6.4,1779460105
411,24,859,7.7,1779460106
412,13,118,8.3,1779460134
413,45,383,5.1,1779460135
414,19,589,9.0,1779460163
415,55,708,7.6,1779460164
416,65,672,8.0,1779460192
417,45,913,7.0,1779460221
418,70,251,9.8,1779460222
419,22,173,8.5,1779460251
420,39,242,8.2,1779460280
421,27,503,7.8,1779460281
422,48,173,5.5,1779460282
423,57,551,9.6,1779460309
424,61,912,9.7,1779460310
425,59,731,9.2,1779460311
426,13,674,9.8,1779460338
427,68,914,9.8,1779460339
428,36,647,6.3,1779460368
429,73,800,5.4,1779460369
430,72,473,6.6,1779460370
431,42,134,8.6,1779460397
432,72,174,9.8,1779460426
433,8,300,5.1,1779460427
434,37,458,5.3,1779460428
435,53,898,5.2,1779460455
436,50,678,8.5,1779460456
437,50,773,9.6,1779460457
438,52,935,6.3,1779460484
439,24,635,9.2,1779460485
440,7,590,8.1,1779460513
441,12,829,5.2,1779460514
442,49,907,5.2,1779460515
443,27,800,6.5,1779460543
444,42,180,7.2,1779460573
445,14,747,6.4,1779460574
446,41,491,9.8,1779460575
447,50,690,8.3,1779460602
448,4,282,8.3,1779460631
449,55,157,7.6,1779460632
450,19,513,5.6,1779460660
451,13,509,6.7,1779460689
452,40,472,5.3,1779460718
453,48,222,7.5,1779460719
454,51,940,9.6,1779460747
455,27,269,5.7,1779460748
456,26,604,7.1,1779460777
457,31,586,6.7,1779460778
458,39,715,9.0,1779460806
459,34,493,8.0,1779460835
460,53,810,7.3,1779460836
461,2,700,6.7,1779460864
462,14,788,9.7,1779460865
463,17,813,9.9,1779460893
464,55,654,9.4,1779460894
465,13,697,6.8,1779460922
466,24,361,9.5,1779460923
467,2,937,6.7,1779460952
468,40,900,7.6,1779460981
469,70,818,5.4,1779460982
470,9,916,9.7,1779460983
471,64,290,7.2,1779461011
472,55,992,8.6,1779461012
473,18,289,9.6,1779461040
474,67,120,7.5,1779461041
475,55,898,6.8,1779461042
476,27,439,7.2,1779461069
477,9,282,9.0,1779461070
478,66,633,7.7,1779461071
479,54,534,6.1,1779461098
480,54,472,8.0,1779461099
481,45,392,9.0,1779461100
482,56,270,9.6,1779461127
483,72,843,8.0,1779461128
484,47,144,6.7,1779461157
485,18,771,7.9,1779461158
486,15,499,7.5,1779461159
487,37,365,6.2,1779461186
488,39,823,5.1,1779461187
489,1,414,5.8,1779461215
490,9,112,6.5,1779461216
491,23,710,5.5,1779461245
492,28,976,5.5,1779461274
493,42,755,8.3,1779461275
494,37,851,7.5,1779461303
495,58,789,5.3,1779461304
496,6,228,8.2,1779461305
497,22,335,9.2,1779461332
498,66,437,6.3,1779461361
499,76,399,8.8,1779461362
500,7,521,8.1,1779461363
501,52,639,7.2,1779461391
502,70,963,8.5,1779461392
503,62,535,5.3,1779461393
504,47,482,7.5,1779461421
505,49,245,7.2,1779461422
506,16,637,7.0,1779461423
507,29,855,6.9,1779461450
508,19,120,5.4,1779461451
509,8,911,5.1,1779461452
510,15,291,6.9,1779461479
511,59,983,9.0,1779461480
512,4,787,9.2,1779461481
513,63,332,7.9,1779461508
514,4,809,7.3,1779461537
515,32,839,7.3,1779461538
516,19,438,7.7,1779461566
517,65,140,8.5,1779461596
518,16,788,6.0,1779461597
519,54,292,9.6,1779461598
520,20,359,8.4,1779461625
521,38,705,7.6,1779461626
522,43,159,6.4,1779461627
523,58,475,8.1,1779461654
524,15,680,8.9,1779461683
525,46,569,8.8,1779461684
526,54,416,6.3,1779461685
527,76,340,6.8,1779461712
528,56,482,8.8,1779461713
529,50,591,9.7,1779461714
530,61,556,5.4,1779461741
531,43,875,8.6,1779461771
532,20,450,6.4,1779461801
533,60,766,9.5,1779461830
534,65,955,5.5,1779461859
535,33,857,6.1,1779461860
536,74,230,5.8,1779461888
537,65,639,6.6,1779461917
538,75,698,5.5,1779461918
539,61,640,7.8,1779461947
540,33,600,9.4,1779461948
541,12,466,8.3,1779461949
542,50,898,8.0,1779461976
543,24,340,9.7,1779461977
544,16,876,5.2,1779462005
545,37,619,5.2,1779462006
546,7,150,5.9,1779462035
547,78,322,8.9,1779462064
548,74,914,9.1,1779462065
549,3,663,7.2,1779462066
550,10,548,6.1,1779462093
551,66,238,9.4,1779462094
552,51,958,8.2,1779462095
553,75,280,7.2,1779462123
554,82,227,9.5,1779462124
555,4,230,8.5,1779462125
556,49,105,9.1,1779462152
557,67,647,6.4,1779462153
558,35,855,7.2,1779462154
559,30,836,8.0,1779462181
560,13,315,7.2,1779462182
561,33,404,5.6,1779462210
562,37,652,6.4,1779462211
563,24,881,6.4,1779462240
564,8,258,6.0,1779462241
565,30,342,9.1,1779462242
566,82,897,6.9,1779462269
567,45,535,7.9,1779462270
568,64,521,8.5,1779462298
569,65,476,5.4,1779462299
570,10,783,8.9,1779462328
571,31,225,5.9,1779462329
572,43,987,7.0,1779462330
573,9,520,7.6,1779462357
574,58,602,8.6,1779462358
575,10,452,6.6,1779462359
576,62,216,7.7,1779462386
577,6,910,9.1,1779462387
578,10,698,5.1,1779462415
579,83,295,9.3,1779462416
580,5,294,9.6,1779462444
581,27,214,7.1,1779462445
582,83,920,8.7,1779462474
583,61,770,7.6,1779462475
584,64,993,7.2,1779462503
585,76,817,9.2,1779462532
586,65,499,8.2,1779462533
587,65,564,6.4,1779462534
588,76,114,6.1,1779462561
589,61,569,8.1,1779462562
590,82,720,9.9,1779462563
591,10,979,9.4,1779462590
592,69,112,7.9,1779462591
593,19,369,9.9,1779462620
594,8,806,7.6,1779462621
595,14,852,9.0,1779462622
596,76,180,9.6,1779462650
597,45,444,8.8,1779462679
598,81,472,7.8,1779462680
599,25,858,6.1,1779462681
600,64,170,8.5,1779462708
601,67,753,6.0,1779462709
602,74,529,9.7,1779462737
603,83,947,5.2,1779462738
604,80,963,7.1,1779462739
605,9,351,6.6,1779462766
606,9,795,8.5,1779462796
607,10,362,7.9,1779462797
608,67,670,7.8,1779462798
609,44,781,8.4,1779462825
610,11,640,7.3,1779462826
611,24,194,6.4,1779462827
612,55,189,8.6,1779462854
613,70,568,7.1,1779462883
614,74,288,5.2,1779462884
615,16,942,5.8,1779462885
616,51,973,5.8,1779462912
617,50,988,9.2,1779462913
618,86,996,6.6,1779462942
619,60,200,5.8,1779462943
620,78,368,9.4,1779462944
621,35,676,8.3,1779462971
622,1,588,7.9,1779463001
623,49,249,5.9,1779463002
624,83,695,9.4,1779463003
625,22,821,7.1,1779463030
626,30,400,8.9,1779463031
627,22,960,9.4,1779463032
628,33,244,8.8,1779463059
629,4,863,8.7,1779463060
630,83,875,8.0,1779463061
631,76,988,8.3,1779463089
632,49,306,5.4,1779463090
633,25,862,5.1,1779463118
634,16,801,9.2,1779463147
635,14,612,6.8,1779463148
636,88,751,7.8,1779463149
637,32,942,7.2,1779463177
638,60,282,6.4,1779463178
639,9,542,8.3,1779463179
640,40,215,8.4,1779463206
641,10,399,7.2,1779463207
642,2,440,6.0,1779463208
643,9,912,5.2,1779463235
644,3,816,8.5,1779463236
645,17,113,5.5,1779463264
646,5,211,7.4,1779463265
647,1,386,6.5,1779463294
648,21,912,5.1,1779463323
649,14,118,8.3,1779463324
650,3,499,6.7,1779463325
651,61,564,7.6,1779463352
652,58,936,9.6,1779463353
653,1,691,9.2,1779463381
654,68,782,5.3,1779463382
655,86,999,6.6,1779463383
656,17,996,5.3,1779463410
657,41,109,6.0,1779463411
658,43,864,5.4,1779463440
659,85,930,9.9,1779463469
660,60,708,9.8,1779463470
661,39,928,6.3,1779463499
662,28,459,6.4,1779463500
663,70,465,8.4,1779463501
664,79,430,5.5,1779463528
665,74,495,9.5,1779463529
666,83,275,6.5,1779463530
667,49,281,5.4,1779463557
668,61,438,9.4,1779463558
669,2,225,6.8,1779463587
670,69,345,6.9,1779463588
671,47,494,9.4,1779471749
672,75,241,5.1,1779471779
673,46,162,7.5,1779471780
674,72,389,6.8,1779471809
675,59,863,7.6,1779471810
676,9,457,8.7,1779471811
677,7,420,5.3,1779471838
678,78,685,9.3,1779471839
679,26,577,6.9,1779471868
680,7,608,7.2,1779471897
681,88,191,6.1,1779471898
682,53,490,6.5,1779471926
683,9,977,5.7,1779471956
684,74,521,6.5,1779471957
685,42,766,8.1,1779471958
686,74,696,9.1,1779471985
687,45,677,9.1,1779471986
688,59,962,6.2,1779471987
689,77,218,7.9,1779472015
690,21,885,6.1,1779472016
691,33,119,7.9,1779472044
692,33,724,9.1,1779472073
693,25,222,6.2,1779472074
694,55,489,7.0,1779472075
695,74,227,5.2,1779472102
696,30,771,7.6,1779472132
697,85,946,10.0,1779472161
698,7,272,9.0,1779472162
699,8,168,6.1,1779472163
700,2,594,6.8,1779472190
701,35,234,7.4,1779472191
702,79,426,6.6,1779472192
703,14,151,7.7,1779472219
704,39,192,7.7,1779472249
705,14,200,5.3,1779472279
706,17,908,6.1,1779472280
707,54,258,5.8,1779472308
708,91,171,5.1,1779472337
709,16,598,7.9,1779472366
710,51,661,7.0,1779472367
711,81,944,9.0,1779472368
712,44,273,8.5,1779472396
713,89,551,8.9,1779472397
714,15,778,7.5,1779472398
715,31,244,9.1,1779472425
716,18,766,9.3,1779472426
717,88,247,5.7,1779472454
718,25,436,7.4,1779472455
719,26,435,7.0,1779472456
720,77,962,7.4,1779472483
721,58,662,9.6,1779472484
722,91,971,6.6,1779472512
723,39,494,9.5,1779472542
724,18,793,8.3,1779472571
725,93,797,6.0,1779472600
726,59,417,8.5,1779472629
727,56,812,6.2,1779472630
728,56,472,5.4,1779472631
729,30,190,8.9,1779472659
730,86,833,9.3,1779472660
731,55,860,8.4,1779472689
732,34,442,8.4,1779472690
733,96,407,9.7,1779472718
734,17,877,7.2,1779472719
735,93,921,6.8,1779472747
736,26,368,6.4,1779472748
737,61,262,7.1,1779472749
738,7,378,5.3,1779474221
739,76,650,7.9,1779474222
740,41,141,9.5,1779474223
741,48,375,7.1,1779474252
742,50,685,5.4,1779474253
743,88,283,7.4,1779474254
744,86,472,8.6,1779474268
745,14,708,5.3,1779474269
746,67,699,5.7,1779474270
747,6,437,6.5,1779474271
748,96,195,8.4,1779474272
749,23,248,9.5,1779474273
750,49,916,8.0,1779474274
751,5,372,5.7,1779474304
752,93,681,5.8,1779474317
753,39,416,6.6,1779474318
754,49,181,9.0,1779474319
755,64,102,8.4,1779474322
756,9,977,7.1,1779474328
757,58,684,7.2,1779474329
758,82,675,5.2,1779474330
759,43,643,8.4,1779474333
760,94,357,6.5,1779474352
761,98,373,5.3,1779474353
762,2,226,6.0,1779474358
763,10,704,8.6,1779474359
764,76,760,8.9,1779474389
765,8,214,9.1,1779474390
766,69,471,8.2,1779474391
767,34,504,7.0,1779474391
768,2,817,7.3,1779474393
769,28,603,8.1,1779474394
770,33,909,8.1,1779474395
771,92,281,5.9,1779474397
772,96,733,5.0,1779474398
773,10,964,5.9,1779474399
774,8,260,10.0,1779474411
775,77,422,7.5,1779474412
776,71,884,5.2,1779474414
